S.No,State/UT,District,Designation,Official Email,Phone
620,Uttar Pradesh,Kasganj,District Magistrate,dm-kasganj@up.nic.in,05744-242100
621,Uttar Pradesh,Kaushambi,District Magistrate,dm-kaushambi@up.nic.in,05331-242100
622,Uttar Pradesh,Kushinagar,District Magistrate,dm-kushinagar@up.nic.in,05564-241100
623,Uttar Pradesh,Lakhimpur Kheri,District Magistrate,dm-lakhimpurkheri@up.nic.in,05872-252500
624,Uttar Pradesh,Lalitpur,District Magistrate,dm-lalitpur@up.nic.in,05176-252100
625,Uttar Pradesh,Lucknow,District Magistrate,dm-lucknow@up.nic.in,0522-2237755
626,Uttar Pradesh,Maharajganj,District Magistrate,dm-maharajganj@up.nic.in,05523-222200
627,Uttar Pradesh,Mahoba,District Magistrate,dm-mahoba@up.nic.in,05281-252100
628,Uttar Pradesh,Mainpuri,District Magistrate,dm-mainpuri@up.nic.in,05672-265100
629,Uttar Pradesh,Mathura,District Magistrate,dm-mathura@up.nic.in,0565-2402200
630,Uttar Pradesh,Mau,District Magistrate,dm-mau@up.nic.in,0547-2220600
631,Uttar Pradesh,Meerut,District Magistrate,dm-meerut@up.nic.in,0121-2604100
632,Uttar Pradesh,Mirzapur,District Magistrate,dm-mirzapur@up.nic.in,05442-250500
633,Uttar Pradesh,Moradabad,District Magistrate,dm-moradabad@up.nic.in,0591-2490100
634,Uttar Pradesh,Muzaffarnagar,District Magistrate,dm-muzaffarnagar@up.nic.in,0131-2440100
635,Uttar Pradesh,Pilibhit,District Magistrate,dm-pilibhit@up.nic.in,05882-252400
636,Uttar Pradesh,Pratapgarh,District Magistrate,dm-pratapgarh@up.nic.in,05342-243100
637,Uttar Pradesh,Raebareli,District Magistrate,dm-raebareli@up.nic.in,0535-2202500
638,Uttar Pradesh,Rampur,District Magistrate,dm-rampur@up.nic.in,0595-2350100
639,Uttar Pradesh,Saharanpur,District Magistrate,dm-saharanpur@up.nic.in,0132-2720100
640,Uttar Pradesh,Sambhal,District Magistrate,dm-sambhal@up.nic.in,05923-245100
641,Uttar Pradesh,Sant Kabir Nagar,District Magistrate,dm-santkabir@up.nic.in,05547-222100
642,Uttar Pradesh,Shahjahanpur,District Magistrate,dm-shahjahanpur@up.nic.in,05842-222200
643,Uttar Pradesh,Shamli,District Magistrate,dm-shamli@up.nic.in,01398-220100
644,Uttar Pradesh,Shravasti,District Magistrate,dm-shravasti@up.nic.in,05252-264100
645,Uttar Pradesh,Siddharth Nagar,District Magistrate,dm-siddharthnagar@up.nic.in,05544-222800
646,Uttar Pradesh,Sitapur,District Magistrate,dm-sitapur@up.nic.in,05862-241100
647,Uttar Pradesh,Sonbhadra,District Magistrate,dm-sonbhadra@up.nic.in,05444-222100
648,Uttar Pradesh,Sultanpur,District Magistrate,dm-sultanpur@up.nic.in,05362-241100
649,Uttar Pradesh,Unnao,District Magistrate,dm-unnao@up.nic.in,0515-2810700
650,Uttar Pradesh,Varanasi,District Magistrate,dm-varanasi@up.nic.in,0542-2506800
651,Uttarakhand,Almora,District Magistrate,dm-almora@uk.gov.in,05962-230506
652,Uttarakhand,Bageshwar,District Magistrate,dm-bageshwar@uk.gov.in,05963-220303
653,Uttarakhand,Chamoli,District Magistrate,dm-chamoli@uk.gov.in,01372-252116
654,Uttarakhand,Champawat,District Magistrate,dm-champawat@uk.gov.in,05965-230504
655,Uttarakhand,Dehradun,District Magistrate,dm-dehradun@uk.gov.in,0135-2714006
656,Uttarakhand,Haridwar,District Magistrate,dm-haridwar@uk.gov.in,01334-263011
657,Uttarakhand,Nainital,District Magistrate,dm-nainital@uk.gov.in,05942-236526
658,Uttarakhand,Pauri Garhwal,District Magistrate,dm-paurigarhwal@uk.gov.in,01368-222208
659,Uttarakhand,Pithoragarh,District Magistrate,dm-pithoragarh@uk.gov.in,05964-225258
660,Uttarakhand,Rudraprayag,District Magistrate,dm-rudraprayag@uk.gov.in,01364-233028
661,Uttarakhand,Tehri Garhwal,District Magistrate,dm-tehrigarhwal@uk.gov.in,01376-232500
662,Uttarakhand,Udham Singh Nagar,District Magistrate,dm-udhamsinghnagar@uk.gov.in,05944-250066
663,Uttarakhand,Uttarkashi,District Magistrate,dm-uttarkashi@uk.gov.in,01374-222221
664,West Bengal,Alipurduar,District Magistrate,dm-alipurduar@wb.gov.in,03564-255555
665,West Bengal,Bankura,District Magistrate,dm-bankura@wb.gov.in,03242-255555
666,West Bengal,Birbhum,District Magistrate,dm-birbhum@wb.gov.in,03462-255555
667,West Bengal,Cooch Behar,District Magistrate,dm-coochbehar@wb.gov.in,03582-227900
668,West Bengal,Dakshin Dinajpur,District Magistrate,dm-dakshindinajpur@wb.gov.in,03522-255555
669,West Bengal,Darjeeling,District Magistrate,dm-darjeeling@wb.gov.in,0354-2255555
670,West Bengal,Hooghly,District Magistrate,dm-hooghly@wb.gov.in,033-26803709
671,West Bengal,Howrah,District Magistrate,dm-howrah@wb.gov.in,033-26381900
672,West Bengal,Jalpaiguri,District Magistrate,dm-jalpaiguri@wb.gov.in,03561-225555
673,West Bengal,Jhargram,District Magistrate,dm-jhargram@wb.gov.in,03221-255555
674,West Bengal,Kalimpong,District Magistrate,dm-kalimpong@wb.gov.in,03552-255555
675,West Bengal,Kolkata,District Magistrate,dm-kolkata@wb.gov.in,033-22143526
676,West Bengal,Malda,District Magistrate,dm-malda@wb.gov.in,03512-255555
677,West Bengal,Murshidabad,District Magistrate,dm-murshidabad@wb.gov.in,03482-255555
678,West Bengal,Nadia,District Magistrate,dm-nadia@wb.gov.in,03472-255555
679,West Bengal,North 24 Parganas,District Magistrate,dm-north24pgs@wb.gov.in,033-25921234
680,West Bengal,Paschim Bardhaman,District Magistrate,dm-paschimbardhaman@wb.gov.in,0342-2677500
681,West Bengal,Paschim Medinipur,District Magistrate,dm-paschimmedinipur@wb.gov.in,03222-255555
682,West Bengal,Purba Bardhaman,District Magistrate,dm-purbabardhaman@wb.gov.in,0342-2671190
683,West Bengal,Purba Medinipur,District Magistrate,dm-purbamedinipur@wb.gov.in,03228-255555
684,West Bengal,Purulia,District Magistrate,dm-purulia@wb.gov.in,03252-255555
685,West Bengal,South 24 Parganas,District Magistrate,dm-south24pgs@wb.gov.in,033-24011150
686,West Bengal,Uttar Dinajpur,District Magistrate,dm-uttardinajpur@wb.gov.in,03523-255555
687,Chandigarh,Chandigarh,Deputy Commissioner,dc.chd@gov.in,0172-2740198
688,Delhi,Central Delhi,District Magistrate,dm-central@delhi.gov.in,011-23237983
689,Delhi,East Delhi,District Magistrate,dm-east@delhi.gov.in,011-22625103
690,Delhi,New Delhi,District Magistrate,dm-newdelhi@delhi.gov.in,011-23386405
691,Delhi,North Delhi,District Magistrate,dm-north@delhi.gov.in,011-27650215
692,Delhi,North East Delhi,District Magistrate,dm-northeast@delhi.gov.in,011-22829808
693,Delhi,North West Delhi,District Magistrate,dm-northwest@delhi.gov.in,011-27562264
694,Delhi,Shahdara,District Magistrate,dm-shahdara@delhi.gov.in,011-22851786
695,Delhi,South Delhi,District Magistrate,dm-south@delhi.gov.in,011-29561200
696,Delhi,South East Delhi,District Magistrate,dm-southeast@delhi.gov.in,011-26326010
697,Delhi,South West Delhi,District Magistrate,dm-southwest@delhi.gov.in,011-25502100
698,Delhi,West Delhi,District Magistrate,dm-west@delhi.gov.in,011-25467783
699,Jammu & Kashmir,Anantnag,District Magistrate,dm-anantnag@jk.gov.in,01932-222333
700,Jammu & Kashmir,Bandipora,District Magistrate,dm-bandipora@jk.gov.in,01957-225283
701,Jammu & Kashmir,Baramulla,District Magistrate,dm-baramulla@jk.gov.in,01952-234733
702,Jammu & Kashmir,Budgam,District Magistrate,dm-budgam@jk.gov.in,01951-257000
703,Jammu & Kashmir,Doda,District Magistrate,dm-doda@jk.gov.in,01996-232133
704,Jammu & Kashmir,Ganderbal,District Magistrate,dm-ganderbal@jk.gov.in,0194-2470202
705,Jammu & Kashmir,Jammu,District Magistrate,dm-jammu@jk.gov.in,0191-2543200
706,Jammu & Kashmir,Kathua,District Magistrate,dm-kathua@jk.gov.in,01922-232433
707,Jammu & Kashmir,Kishtwar,District Magistrate,dm-kishtwar@jk.gov.in,01995-262052
708,Jammu & Kashmir,Kulgam,District Magistrate,dm-kulgam@jk.gov.in,01931-260350
709,Jammu & Kashmir,Kupwara,District Magistrate,dm-kupwara@jk.gov.in,01955-262043
710,Jammu & Kashmir,Poonch,District Magistrate,dm-poonch@jk.gov.in,01965-220333
711,Jammu & Kashmir,Pulwama,District Magistrate,dm-pulwama@jk.gov.in,01933-241200
712,Jammu & Kashmir,Rajouri,District Magistrate,dm-rajouri@jk.gov.in,01962-263633
713,Jammu & Kashmir,Ramban,District Magistrate,dm-ramban@jk.gov.in,01998-266201
714,Jammu & Kashmir,Reasi,District Magistrate,dm-reasi@jk.gov.in,01991-261310
715,Jammu & Kashmir,Samba,District Magistrate,dm-samba@jk.gov.in,01923-244201
716,Jammu & Kashmir,Shopian,District Magistrate,dm-shopian@jk.gov.in,01933-263900
717,Jammu & Kashmir,Srinagar,District Magistrate,dm-srinagar@jk.gov.in,0194-2482333
718,Jammu & Kashmir,Udhampur,District Magistrate,dm-udhampur@jk.gov.in,01992-270133
719,Ladakh,Kargil,District Collector,dc-kargil@ladakh.gov.in,01985-232102
720,Ladakh,Leh,District Collector,dc-leh@ladakh.gov.in,01982-252022
721,Lakshadweep,Lakshadweep,Collector,collector-lakshadweep@nic.in,04896-262012
722,Puducherry,Karaikal,Collector,collector.karaikal@py.gov.in,04368-220228
723,Puducherry,Mahe,Collector,collector.mahe@py.gov.in,0490-2332250
724,Puducherry,Puducherry,Collector,collector.pondicherry@py.gov.in,0413-2253333
725,Puducherry,Yanam,Collector,collector.yanam@py.gov.in,0884-2322333
